area_name,area_km2,C_extracted,C_extracted_SD,C_extracted_lowCI,C_extracted_lowIQR,C_extracted_median,C_extracted_highIQR,C_extracted_highCI,C_extracted_1960_64,C_extracted_SD_1960_64,C_extracted_lowCI_1960_64,C_extracted_lowIQR_1960_64,C_extracted_median_1960_64,C_extracted_highIQR_1960_64,C_extracted_highCI_1960_64,C_extracted_1993_97,C_extracted_SD_1993_97,C_extracted_lowCI_1993_97,C_extracted_lowIQR_1993_97,C_extracted_median_1993_97,C_extracted_highIQR_1993_97,C_extracted_highCI_1993_97,C_extracted_2014_18,C_extracted_SD_2014_18,C_extracted_lowCI_2014_18,C_extracted_lowIQR_2014_18,C_extracted_median_2014_18,C_extracted_highIQR_2014_18,C_extracted_highCI_2014_18,N_extracted,N_extracted_SD,N_extracted_lowCI,N_extracted_lowIQR,N_extracted_median,N_extracted_highIQR,N_extracted_highCI,N_extracted_1960_64,N_extracted_SD_1960_64,N_extracted_lowCI_1960_64,N_extracted_lowIQR_1960_64,N_extracted_median_1960_64,N_extracted_highIQR_1960_64,N_extracted_highCI_1960_64,N_extracted_1993_97,N_extracted_SD_1993_97,N_extracted_lowCI_1993_97,N_extracted_lowIQR_1993_97,N_extracted_median_1993_97,N_extracted_highIQR_1993_97,N_extracted_highCI_1993_97,N_extracted_2014_18,N_extracted_SD_2014_18,N_extracted_lowCI_2014_18,N_extracted_lowIQR_2014_18,N_extracted_median_2014_18,N_extracted_highIQR_2014_18,N_extracted_highCI_2014_18,P_extracted,P_extracted_SD,P_extracted_lowCI,P_extracted_lowIQR,P_extracted_median,P_extracted_highIQR,P_extracted_highCI,P_extracted_1960_64,P_extracted_SD_1960_64,P_extracted_lowCI_1960_64,P_extracted_lowIQR_1960_64,P_extracted_median_1960_64,P_extracted_highIQR_1960_64,P_extracted_highCI_1960_64,P_extracted_1993_97,P_extracted_SD_1993_97,P_extracted_lowCI_1993_97,P_extracted_lowIQR_1993_97,P_extracted_median_1993_97,P_extracted_highIQR_1993_97,P_extracted_highCI_1993_97,P_extracted_2014_18,P_extracted_SD_2014_18,P_extracted_lowCI_2014_18,P_extracted_lowIQR_2014_18,P_extracted_median_2014_18,P_extracted_highIQR_2014_18,P_extracted_highCI_2014_18,C_extracted_perSqKm,C_extracted_perSqKm_SD,C_extracted_perSqKm_1960_64,C_extracted_1960_64_perSqKm_SD,C_extracted_perSqKm_1993_97,C_extracted_1993_97_perSqKm_SD,C_extracted_perSqKm_2014_18,C_extracted_2014_18_perSqKm_SD,N_extracted_perSqKm,N_extracted_perSqKm_SD,N_extracted_perSqKm_1960_64,N_extracted_1960_64_perSqKm_SD,N_extracted_perSqKm_1993_97,N_extracted_1993_97_perSqKm_SD,N_extracted_perSqKm_2014_18,N_extracted_2014_18_perSqKm_SD,P_extracted_perSqKm,P_extracted_perSqKm_SD,P_extracted_perSqKm_1960_64,P_extracted_1960_64_perSqKm_SD,P_extracted_perSqKm_1993_97,P_extracted_1993_97_perSqKm_SD,P_extracted_perSqKm_2014_18,P_extracted_2014_18_perSqKm_SD,C_extracted_perSqKm_60s_90s,C_extracted_perSqKm_90s_10s,N_extracted_perSqKm_60s_90s,N_extracted_perSqKm_90s_10s,P_extracted_perSqKm_60s_90s,P_extracted_perSqKm_90s_10s
Poland,29801.13,880824.7023,3805.570421,872757.9966,878117.3288,880556.2452,883598.9907,887851.6395,38838.44195,609.486731,37750.91987,38440.22117,38813.73708,39272.33788,39989.15788,110512.9986,1321.737279,108079.9476,109645.0251,110629.6543,111510.475,112854.2056,62281.67582,588.3437465,61017.75541,61975.15136,62221.30422,62628.26353,63441.61117,185134.8056,551.3258816,183975.0876,184757.1729,185203.6465,185484.4358,186080.451,8305.432665,93.61943635,8166.042147,8238.120477,8296.699886,8355.941652,8498.553332,23427.46675,168.929285,23123.42455,23306.48598,23429.695,23554.90479,23709.49664,13270.68146,132.5748811,13002.12223,13175.92337,13276.5432,13365.72054,13504.3447,40945.36768,281.0147664,40409.6233,40759.01906,40948.58127,41129.28974,41423.51486,1747.630985,42.44330353,1676.140064,1714.8784,1745.810763,1777.733079,1833.006999,5333.297711,99.69122827,5150.046018,5275.841247,5342.646763,5386.848923,5578.263799,3000.786275,64.02662758,2887.830588,2962.539734,2995.12662,3048.098059,3112.257573,29.55675514,0.127698863,1.303254003,0.020451799,3.708349269,0.044351918,2.089909873,0.01974233,6.2123418,0.018500167,0.278695226,0.003141473,0.786126793,0.005668553,0.445307995,0.004448653,1.373953527,0.009429668,0.058643111,0.001424218,0.178962936,0.003345216,0.100693708,0.002148463,184.5453965,-43.643122,182.0740075,-43.35417655,205.1729889,-43.73488154
Russia (Baltic Sea),23209,519003.3225,1360.386749,516470.8298,518021.5442,519142.7593,519888.4567,521431.3669,23742.17279,265.8149811,23260.4852,23563.64502,23748.89396,23929.90628,24248.06926,55005.34609,376.9427293,54225.42006,54775.43427,54996.20778,55251.43094,55709.035,56621.83287,530.4228513,55759.6554,56234.08077,56639.24562,56970.62528,57663.22054,106948.4444,298.4194821,106409.8045,106775.8259,106916.6428,107144.2424,107466.7256,4890.852439,60.67498037,4754.712513,4854.149108,4890.870444,4930.415523,4993.260888,11339.17296,75.93704859,11206.0912,11284.87333,11343.64055,11385.70792,11463.81438,11781.02064,117.6563079,11561.64215,11683.91957,11776.48598,11865.32111,12005.36916,24950.93098,182.5643858,24609.70535,24826.51593,24948.3497,25066.00363,25301.0978,1111.163215,28.35742415,1051.793206,1092.035819,1112.955642,1128.769513,1161.277878,2698.013668,53.56832727,2592.711615,2659.894263,2697.148819,2739.699458,2796.12617,2821.154584,77.4169217,2698.995608,2762.742187,2813.393212,2861.77589,2991.411234,22.36215789,0.058614621,1.022972674,0.011453099,2.370000693,0.016241231,2.439649829,0.022854188,4.608059132,0.012857921,0.210730856,0.002614287,0.488567925,0.003271879,0.507605698,0.005069426,1.075054116,0.007866103,0.047876393,0.001221829,0.116248596,0.002308084,0.121554336,0.003335642,131.6778105,2.938781211,131.8445118,3.896648193,142.809844,4.564132387
Russia (Barents Sea),1197503.51,3342541.409,36067.34906,3270734.379,3316800.567,3344324.98,3366659.858,3414958.593,269721.3349,9688.8606,251285.5836,262450.5278,270755.4488,276744.2591,285995.367,257698.9701,8332.224226,242221.6042,252142.9526,258155.7138,263054.4456,272614.5157,156141.6842,5422.702704,145220.4139,153190.0673,156049.5763,159100.968,166671.5261,782032.7441,3546.826572,775981.0966,779405.9037,781802.0599,784051.9816,789837.8149,62772.61736,827.8026944,61229.09767,62179.24124,62712.32629,63365.69235,64268.21722,60395.04763,831.4652901,58741.09167,59841.8436,60382.67986,60839.94942,62234.92692,36953.13396,570.0313547,35858.14122,36590.30556,36977.01611,37369.10619,37949.51764,136847.2649,1500.637893,134172.2255,135931.3316,136748.899,137851.2746,139956.1964,11148.40196,416.1520437,10436.67368,10810.94493,11156.24767,11453.53115,11925.22689,10745.93481,412.466071,9984.300805,10508.24684,10783.55469,10968.04582,11512.47289,6417.678608,236.9230951,5979.530675,6270.909047,6401.962327,6575.29631,6849.363054,2.791258131,0.030118784,0.225236363,0.008090883,0.215196839,0.006957996,0.130389333,0.00452834,0.653052569,0.002961851,0.052419569,0.000691274,0.05043413,0.000694332,0.030858477,0.000476016,0.114277131,0.001253139,0.009309703,0.000347516,0.008973614,0.000344438,0.005359215,0.000197848,-4.457328071,-39.40927115,-3.787590556,-38.81429785,-3.610088262,-40.27807986
Spain (Northwest),288265.59,1712396.518,6330.366361,1702300.539,1707482.961,1711941.896,1716732.475,1724284.139,233811.189,2314.937012,230163.298,232042.9112,233626.5037,235557.8054,238681.2224,128440.9652,1243.271961,126111.2772,127569.8931,128358.0057,129184.6761,131158.4341,102072.7783,750.6004439,100549.6882,101548.3686,102049.9637,102587.6167,103625.1277,424303.2801,1966.194012,420069.5806,422963.117,424601.5196,425811.3536,427599.2354,60733.349,1037.994461,58899.62322,60026.01307,60816.66873,61387.09831,62906.42979,31012.41856,378.8991384,30290.34653,30775.30023,31044.80928,31199.32008,31832.99682,23723.03264,252.5771905,23268.87115,23525.17219,23715.72581,23909.92868,24164.25923,96490.99524,1230.885894,94400.23227,95604.6409,96390.57099,97237.85122,99025.35201,14472.52976,645.6143737,13437.80422,14067.32164,14432.02766,14850.74387,15983.29811,6875.088383,258.0417404,6419.667993,6693.78372,6876.590182,7033.795762,7263.499026,4848.355642,211.8570119,4432.939849,4684.165363,4856.059103,4994.451638,5330.021836,5.940343134,0.021960187,0.811096423,0.00803057,0.44556468,0.004312939,0.354092829,0.00260385,1.471917894,0.006820773,0.210685393,0.003600827,0.107582797,0.00131441,0.082295749,0.000876196,0.334729495,0.004269972,0.050205541,0.002239651,0.023849841,0.000895153,0.016819058,0.000734937,-45.06637353,-20.52942131,-48.9367554,-23.50473215,-52.49560031,-29.47936998
Sweden (Baltic),141599.52,1845237.649,4232.756381,1837881.783,1842313.544,1845189.94,1848246.414,1853641.085,79405.26604,763.7766999,78078.69336,78827.28234,79460.74403,79906.12717,80725.56616,221448.8901,1269.819565,219094.5397,220569.2465,221474.6721,222282.5905,223875.3042,163803.8594,890.9910588,161971.1778,163228.1038,163738.5287,164391.2823,165358.6956,370953.5452,847.2161898,369550.8464,370377.4539,370910.5593,371448.7825,372707.4137,16189.58449,129.858357,15963.61141,16117.13353,16178.38395,16260.20141,16444.50041,44819.50399,284.9603608,44279.29568,44609.37007,44822.27892,45049.26724,45282.00884,32631.11405,389.856793,31919.92205,32393.37582,32599.25384,32881.63164,33513.89248,85470.26952,453.4664499,84600.83299,85122.11231,85440.187,85839.26652,86189.69663,3553.064477,59.32051142,3430.730799,3510.921117,3553.642937,3591.637757,3666.702682,10564.52484,176.5746704,10238.56808,10454.4255,10552.61653,10667.37713,10919.1761,7921.235558,183.4461918,7538.743286,7826.666287,7925.125316,8039.096632,8263.803501,13.0313835,0.029892449,0.560773554,0.005393922,1.563909893,0.008967683,1.156810838,0.006292331,2.619737307,0.005983185,0.114333611,0.000917082,0.316522994,0.002012439,0.230446502,0.002753235,0.603605644,0.003202458,0.025092348,0.000418932,0.074608479,0.001247,0.055941119,0.001295528,178.8843879,-26.03085104,176.8415953,-27.19438827,197.335579,-25.0204275
Sweden (West Coast),14536.93,428860.5124,1620.984225,426043.1149,427763.9333,428702.1225,429839.16,432016.4199,39024.09262,438.0849886,38293.96876,38693.3494,38992.67327,39343.67975,39795.41834,46647.74149,860.9415077,44829.76089,46065.86602,46685.27651,47205.08371,48400.05053,12409.16114,91.02951486,12215.60959,12354.9725,12406.96717,12462.07223,12601.27544,89972.94881,360.4436739,89331.08708,89707.73368,89985.11885,90226.31014,90614.56502,7937.040023,133.164558,7714.072136,7829.393454,7937.81696,8023.989701,8192.954723,9989.56931,139.2864353,9742.692872,9874.826451,10007.61357,10088.53877,10256.56778,2622.818946,25.63630562,2575.246857,2608.044626,2625.222109,2638.065496,2660.578017,20591.78193,214.6827993,20225.72578,20431.31162,20587.78793,20762.34054,20996.36343,1811.365009,61.45071928,1691.369023,1768.579031,1808.412761,1845.949562,1934.377663,2301.354767,99.23128525,2111.117364,2236.57263,2310.405319,2372.507097,2492.002191,584.0042878,15.59302422,553.2294795,573.5710237,583.4170394,594.2618077,617.4513253,29.50144992,0.111508016,2.684479641,0.030136005,3.208912851,0.059224438,0.853630109,0.006261949,6.189267528,0.024795034,0.545991487,0.009160432,0.687185624,0.009581558,0.180424543,0.00176353,1.416515174,0.014768097,0.12460437,0.004227214,0.15831092,0.006826151,0.040173839,0.001072649,19.5357492,-73.39815232,25.86013527,-73.74442417,27.05085694,-74.62345675
United Kingdom (UK),732780.53,12700039.21,44520.55995,12611997.43,12667618.06,12700565.95,12727092.32,12783322.51,603223.2399,3729.142415,596269.9199,600571.8859,603118.7774,606040.4352,609901.3387,1233255.693,17539.08743,1202112.113,1221712.822,1231388.744,1244001.407,1267904.621,979577.2637,6817.571243,966445.8089,974558.5386,978986.9395,985074.8159,991232.8115,2847488.451,8325.913588,2832470.542,2842203.334,2846897.887,2853568.227,2864018.988,123772.1601,1127.402728,121826.6772,123036.9617,123634.104,124588.4678,126160.9927,278851.7718,3115.322504,272908.0175,276828.3328,278585.8151,280940.4715,284279.0945,217828.9446,1525.389371,215016.1496,216716.9616,218077.2522,218873.3389,220484.19,590316.7334,5783.274539,580769.4748,586460.361,589723.2428,594175.8296,602666.5118,27740.71301,564.4452893,26579.29963,27409.31122,27724.3561,28135.88321,28733.04225,58274.17653,2116.805705,54463.06503,56671.44465,58399.06424,59759.59092,61547.86193,43256.25145,1057.390343,41196.41538,42430.83237,43322.25325,44113.9537,45020.91223,17.33130002,0.060755653,0.823197691,0.00508903,1.682980977,0.02393498,1.336794884,0.009303701,3.885868052,0.011362084,0.168907545,0.001538527,0.380539275,0.004251372,0.297263554,0.002081646,0.805584632,0.007892233,0.037856782,0.000770279,0.079524734,0.002888731,0.059030296,0.001442984,104.4443269,-20.56981617,125.2944212,-21.88360747,110.067335,-25.77114937
Albania,12164.16,31220.23243,628.8044645,30097.20549,30866.04153,31144.75373,31597.51874,32542.18177,988.7447022,76.26620923,853.7842834,930.8048962,988.8976857,1037.780646,1142.474208,2747.796074,132.6627883,2525.763863,2653.091623,2736.604275,2829.807575,3029.159094,2910.577289,232.2246517,2526.708772,2732.39168,2903.305705,3037.67465,3446.568532,7630.489946,102.5824837,7424.576624,7555.251383,7632.249084,7696.402617,7812.462062,240.5538813,10.51031213,221.0192139,231.6777874,240.5063342,248.4496894,259.0584248,679.9539444,16.57105341,651.7031393,666.1823552,679.0990269,691.368978,712.8169202,704.0745578,38.01410047,627.8354954,672.4224899,705.2069031,728.6693471,773.0792419,1769.320052,67.95416005,1649.81698,1710.41174,1776.521817,1823.543128,1882.486671,61.39049965,8.509481234,46.22651873,54.91597379,61.39531092,67.29405927,78.13564513,130.1000316,11.02013835,111.0071746,123.0004626,129.3771099,136.5072696,155.1064151,172.9680517,23.35686635,136.5765277,159.2422865,175.3333422,186.5078552,221.7008884,2.566575286,0.051693209,0.081283434,0.006269747,0.225892793,0.010906038,0.239274828,0.019090891,0.627292797,0.008433174,0.019775626,0.000864039,0.055898142,0.001362285,0.057881067,0.00312509,0.145453533,0.005586424,0.005046834,0.000699554,0.010695357,0.000905951,0.014219482,0.001920138,177.9075395,5.924064614,182.6618056,3.547389282,111.9220927,32.95004593
Algeria,131040.83,719922.5593,3274.166559,714171.0524,717389.7004,719880.5439,721967.888,726362.6904,15027.49864,193.0645077,14662.22522,14921.2198,14998.5012,15125.74278,15423.06104,80025.5003,1017.230046,78225.42967,79236.43295,80055.8093,80702.05291,81886.15345,80883.98919,1257.067194,78306.38719,80216.45028,80877.18883,81565.66727,83341.66401,172545.2326,1175.820114,170507.9564,171558.0503,172691.9447,173345.9131,174550.1516,3541.541151,82.84641267,3370.929936,3482.542595,3547.506158,3594.945784,3707.954482,18898.09998,450.0208137,18050.53816,18595.1558,18869.59123,19277.30179,19680.3674,20017.4412,399.3468215,19257.96292,19715.06403,20043.19966,20273.63693,20711.7432,41099.59306,439.5353993,40244.71189,40851.39353,41059.48885,41398.61741,41949.28605,849.2523964,40.86246556,770.456245,819.4340436,851.8496092,875.1835779,920.6371813,4549.345974,186.7920975,4222.444907,4422.306455,4529.420069,4677.418951,4966.774452,4702.520533,193.8981416,4417.952281,4545.489341,4672.238596,4842.76697,5117.105557,5.493879726,0.02498585,0.114677987,0.001473316,0.610691342,0.007762695,0.61724265,0.009592943,1.316728783,0.008972929,0.027026242,0.000632218,0.144215356,0.003434203,0.152757283,0.003047499,0.313639597,0.003354187,0.006480823,0.00031183,0.034717011,0.00142545,0.035885918,0.001479677,432.527084,1.072769161,433.6123223,5.92303572,435.6883293,3.366957794
American Samoa,404370.11,24356.77929,498.2663498,23581.57571,24021.20431,24288.87986,24677.0923,25429.13831,767.5889869,13.05138221,738.6894331,759.6127761,768.4181254,776.9233623,790.4394701,1257.737122,41.72069147,1185.34119,1228.779005,1259.353304,1283.750613,1336.397916,3439.459933,36.35330693,3374.402053,3408.315169,3439.895529,3464.186102,3502.947439,6001.205434,68.66507527,5879.999877,5954.238389,6006.170992,6041.269663,6137.869256,183.2246249,0.566338702,182.2599398,182.8332915,183.1834063,183.579221,184.4000009,305.4646889,5.328851213,296.8069318,301.104827,304.9270004,309.4532881,315.2165302,834.8807886,4.066154449,828.8220541,832.1670749,833.995149,837.6154997,843.1516499,1102.630264,49.90339894,1016.147371,1072.144464,1094.89907,1139.493891,1197.610848,26.87979969,1.141180027,24.81378075,26.17205284,26.67773269,27.6755627,29.26937745,49.85527606,4.526544261,42.8979678,46.64138979,49.44590393,52.17949668,59.61671476,129.5131571,3.691831685,123.4453752,126.849256,129.4318842,131.7912977,136.7120191,0.060233877,0.001232204,0.001898234,3.23E-05,0.003110361,0.000103175,0.008505722,8.99E-05,0.014840873,0.000169807,0.000453111,1.40E-06,0.000755409,1.32E-05,0.002064645,1.01E-05,0.002726785,0.00012341,6.65E-05,2.82E-06,0.000123291,1.12E-05,0.000320284,9.13E-06,63.8555456,173.4641342,66.71595809,173.3149915,85.47487939,159.7782368
Andaman & Nicobar Isl. (India),659592.17,50115.23199,448.2962436,49314.67687,49788.64084,50165.89252,50428.96033,50921.25958,2126.52334,37.44449465,2050.926426,2103.0839,2130.461868,2153.116455,2195.914208,5302.721396,79.90238308,5143.36649,5238.507511,5308.961744,5360.86136,5443.668427,5057.210367,231.915982,4586.302606,4914.969747,5057.155744,5206.260247,5457.235232,15225.88231,75.69301172,15084.53215,15173.67742,15220.25306,15280.59173,15368.81956,522.9175319,2.665892669,518.4409632,521.0819691,522.7537863,524.5556948,528.3615439,1680.188516,5.437221417,1669.49107,1676.840851,1680.157098,1683.555881,1688.628014,1468.072561,47.78560444,1392.173621,1431.398232,1468.385076,1498.932632,1558.518519,2309.596077,55.56224156,2189.750517,2276.34265,2309.226834,2341.533049,2414.305872,84.14535035,3.823298748,76.97345677,81.48580301,83.96936026,86.23890211,91.99740726,229.7504963,9.512655706,212.3766394,223.0718184,229.6998809,237.3337314,245.5372225,270.5377085,32.15125087,217.3411678,249.3445237,270.8279823,291.3069872,342.9352256,0.075979119,0.000679657,0.003223997,5.68E-05,0.008039394,0.000121139,0.007667178,0.000351605,0.023083783,0.000114757,0.000792789,4.04E-06,0.002547314,8.24E-06,0.002225728,7.24E-05,0.003501552,8.42E-05,0.000127572,5.80E-06,0.000348322,1.44E-05,0.000410159,4.87E-05,149.361072,-4.629906254,221.3104196,-12.6245331,173.0400377,17.75282879
Angola,493973.45,3297854.632,17487.28041,3263425.018,3287784.789,3295118.18,3309630.556,3330509.51,203922.4895,2551.233513,198781.9956,202232.1866,204204.7496,205688.0249,208238.5804,264978.3189,4241.201266,255869.2936,262600.8814,265205.3123,267700.2587,272145.5961,288807.3842,6064.169965,278088.9319,284541.1729,288941.9193,292920.9243,301498.0654,832403.8193,3569.850614,825654.238,829781.091,832584.2374,835015.9333,838884.5488,51382.48762,715.0118897,49908.90881,50927.52153,51394.14396,51836.6311,52727.16381,66292.00943,940.9658474,64546.0644,65685.08589,66397.16754,66727.26186,68016.96328,72686.17939,1145.909193,70569.87152,72048.9488,72859.89993,73525.1655,74612.75562,193513.0144,2101.330155,189673.5556,191926.7379,193614.7224,194932.9455,197382.7423,11590.54038,371.5628384,10991.98045,11299.11901,11580.63863,11871.23024,12202.91912,15717.46661,595.823981,14637.68105,15291.6722,15677.46032,16061.16807,17198.96597,16609.39982,721.5716164,15338.17526,16107.53026,16577.94196,17067.57908,18160.66782,6.676177904,0.035401256,0.412820749,0.005164718,0.536422188,0.008585889,0.584661755,0.012276307,1.685118541,0.007226807,0.104018723,0.00144747,0.134201564,0.001904892,0.147145923,0.002319779,0.391747804,0.004253933,0.023463893,0.000752192,0.031818444,0.001206186,0.033624074,0.00146075,29.94070423,8.992835867,29.01673799,9.645461075,35.60598638,5.674789955
Anguilla (UK),89969.65,1560.718591,16.42613787,1531.518159,1549.839958,1561.101572,1570.10428,1592.51797,45.59009029,3.889071574,37.83854755,42.80476718,45.87213542,48.08127213,53.18163303,51.80849124,1.432692461,48.98940176,50.89392097,51.8636142,52.69245731,54.59547705,0.000545524,0.000100488,0.000361283,0.000475278,0.000543064,0.000617073,0.000723131,387.5573003,2.941464135,382.1062372,385.3099078,387.4771605,389.2584933,393.8539546,11.70055999,0.622517001,10.61002029,11.3296015,11.6356967,12.06170344,12.9646861,12.67753506,0.074513583,12.53199836,12.61799954,12.67432962,12.72954148,12.8144565,0.000132515,3.46E-05,7.69E-05,0.000110353,0.000127277,0.000156983,0.000196526,69.06138324,2.51138528,64.48080881,67.30555264,69.46088556,70.55224811,73.61405501,2.707266786,0.542944104,1.757979347,2.289072687,2.703428558,3.004878099,3.873692176,1.899526282,0.16186428,1.643672912,1.770853833,1.87918008,2.005882076,2.206519391,4.17E-05,1.78E-05,1.47E-05,2.78E-05,4.09E-05,5.25E-05,7.81E-05,0.017347168,0.000182574,0.000506727,4.32E-05,0.000575844,1.59E-05,6.06E-09,1.12E-09,0.004307645,3.27E-05,0.00013005,6.92E-06,0.000140909,8.28E-07,1.47E-09,3.84E-10,0.000767608,2.79E-05,3.01E-05,6.03E-06,2.11E-05,1.80E-06,4.63E-10,1.97E-10,13.63980836,-99.99894704,8.349814587,-99.99895472,-29.83601425,-99.99780636
Antigua & Barbuda,111359.26,1790.312022,17.80167538,1760.284141,1777.987652,1790.580812,1798.879813,1825.672352,114.294749,5.315320337,105.4862706,110.3130225,113.9524487,117.9125474,125.2451842,78.80435513,2.35687297,74.67692861,77.05427334,78.6418192,80.33902928,84.32569584,0.000919247,0.000186809,0.000619992,0.000786393,0.000882526,0.001056291,0.0012803,455.4437019,2.266862214,451.2021661,453.9244799,455.6030987,456.9701945,459.7197479,30.0447575,0.808633284,28.52943927,29.43650512,30.11814055,30.51144329,31.5684845,19.45820106,0.116629533,19.25551735,19.37666522,19.45478332,19.53554129,19.68131117,0.000232351,5.97E-05,0.000122167,0.000192806,0.00023049,0.000270057,0.000371093,95.12323716,1.869296011,91.71958945,93.80578649,95.2719024,96.28852424,98.35971187,7.895530207,0.644693891,6.672241547,7.458951454,7.829779167,8.376930628,9.019051599,2.972255671,0.25217475,2.563918653,2.798553503,2.969304358,3.1385594,3.502663579,6.19E-05,3.53E-05,1.61E-05,3.52E-05,5.10E-05,8.55E-05,0.000147715,0.016076903,0.000159858,0.001026361,4.77E-05,0.000707659,2.12E-05,8.25E-09,1.68E-09,0.004089859,2.04E-05,0.0002698,7.26E-06,0.000174734,1.05E-06,2.09E-09,5.36E-10,0.000854201,1.68E-05,7.09E-05,5.79E-06,2.67E-05,2.26E-06,5.56E-10,3.17E-10,-31.05163987,-99.99883351,-35.23595237,-99.9988059,-62.3552112,-99.99791781
